genres,tags,app_name,item_id,combinacion
"[Casual, Indie, Simulation]","Visual Novel, Anime, Great Soundtrack, Story Rich, Match 3, Casual, Colorful, Indie, Funny, Simulation, Female Protagonist, Puzzle, Otome",True Lover's Knot,416630,"[Casual, Indie, Simulation] Visual Novel, Anime, Great Soundtrack, Story Rich, Match 3, Casual, Colorful, Indie, Funny, Simulation, Female Protagonist, Puzzle, Otome True Lover's Knot"
"[Design &amp; Illustration, Web Publishing]","Design & Illustration, Web Publishing",RPG Maker VX Ace - The Agency,332293,"[Design &amp; Illustration, Web Publishing] Design & Illustration, Web Publishing RPG Maker VX Ace - The Agency"
"[Action, Indie]","Action, Indie",Vectonic,590770,"[Action, Indie] Action, Indie Vectonic"
"[Indie, RPG]","RPG, Indie, Dungeon Crawler, Great Soundtrack, Atmospheric, Rogue-like",The Dungeon of Destiny,555980,"[Indie, RPG] RPG, Indie, Dungeon Crawler, Great Soundtrack, Atmospheric, Rogue-like The Dungeon of Destiny"
"[Indie, Casual, VR, Puzzle, Cute]","Indie, Casual, VR, Puzzle, Cute",Water Bears VR,394130,"[Indie, Casual, VR, Puzzle, Cute] Indie, Casual, VR, Puzzle, Cute Water Bears VR"
"[Action, Indie, RPG]","Indie, Space, Action, RPG, Sci-fi, Action RPG, Co-op, Procedural Generation, Singleplayer, 4X, Multiplayer",Drox Operative,274480,"[Action, Indie, RPG] Indie, Space, Action, RPG, Sci-fi, Action RPG, Co-op, Procedural Generation, Singleplayer, 4X, Multiplayer Drox Operative"
"[Action, Adventure, Casual, Indie, Early Access]","Early Access, Indie, Casual, Action, Adventure, Rogue-like, Arcade, 2D, Hack and Slash, Perma Death, Colorful, Singleplayer, Exploration, Action-Adventure, Difficult, Swordplay, Design & Illustration, Top-Down",The Story Goes On,369560,"[Action, Adventure, Casual, Indie, Early Access] Early Access, Indie, Casual, Action, Adventure, Rogue-like, Arcade, 2D, Hack and Slash, Perma Death, Colorful, Singleplayer, Exploration, Action-Adventure, Difficult, Swordplay, Design & Illustration, Top-Down The Story Goes On"
"[Adventure, Casual]","Adventure, Casual, Hidden Object, Great Soundtrack, Female Protagonist, Fantasy, Indie, Family Friendly, Mystery, Singleplayer, Point & Click, Atmospheric, Horror, Puzzle, Story Rich, 2D",Tiny Tales: Heart of the Forest,637060,"[Adventure, Casual] Adventure, Casual, Hidden Object, Great Soundtrack, Female Protagonist, Fantasy, Indie, Family Friendly, Mystery, Singleplayer, Point & Click, Atmospheric, Horror, Puzzle, Story Rich, 2D Tiny Tales: Heart of the Forest"
"[Action, Indie]","Platformer, Indie, Great Soundtrack, Difficult, Action, Singleplayer, Music, Pixel Graphics, 2D, Soundtrack, Side Scroller, Rhythm, Score Attack, Retro, Short",Electronic Super Joy,244870,"[Action, Indie] Platformer, Indie, Great Soundtrack, Difficult, Action, Singleplayer, Music, Pixel Graphics, 2D, Soundtrack, Side Scroller, Rhythm, Score Attack, Retro, Short Electronic Super Joy"
"[Adventure, Free to Play, Indie]","Indie, Adventure, Free to Play",Stray Cat Crossing Demo,398600,"[Adventure, Free to Play, Indie] Indie, Adventure, Free to Play Stray Cat Crossing Demo"
"[Anime, Episodic]","Anime, Episodic",Chaos;Child,653250,"[Anime, Episodic] Anime, Episodic Chaos;Child"
"[Action, Indie]","Action, Indie",The Bunker - Soundtrack,530730,"[Action, Indie] Action, Indie The Bunker - Soundtrack"
"[Simulation, Strategy]","Strategy, Simulation",Command LIVE - Korean Missile Crisis,584260,"[Simulation, Strategy] Strategy, Simulation Command LIVE - Korean Missile Crisis"
[Action],Action,Killing Floor - Urban Nightmare Character Pack,210932,[Action] Action Killing Floor - Urban Nightmare Character Pack
"[Adventure, Casual, Indie, Simulation]","Adventure, Simulation, Casual, Indie, Story Rich, Great Soundtrack, Female Protagonist",Heart's Medicine - Hospital Heat,605990,"[Adventure, Casual, Indie, Simulation] Adventure, Simulation, Casual, Indie, Story Rich, Great Soundtrack, Female Protagonist Heart's Medicine - Hospital Heat"
[Indie],Indie,Cally's Trials - OST,482410,[Indie] Indie Cally's Trials - OST
"[Indie, Strategy, Early Access]","Early Access, Strategy, Indie, RTS, Medieval, War",Avalon Lords: Dawn Rises,329280,"[Indie, Strategy, Early Access] Early Access, Strategy, Indie, RTS, Medieval, War Avalon Lords: Dawn Rises"
"[Casual, Strategy]","Strategy, Casual",Crazy Machines 2: Liquid Force Add-on,18407,"[Casual, Strategy] Strategy, Casual Crazy Machines 2: Liquid Force Add-on"
[Simulation],Simulation,Train Simulator: Class A4 Pacifics Loco Add-On,222584,[Simulation] Simulation Train Simulator: Class A4 Pacifics Loco Add-On
"[Action, Adventure, Indie, RPG, Simulation]","Horror, Indie, Survival Horror, Adventure, Pixel Graphics, Atmospheric, 2D, RPG, Action, Dark, Singleplayer, Zombies, Great Soundtrack, Retro, Psychological Horror, Simulation, Survival, Side Scroller, Exploration, Difficult",Lone Survivor: The Director's Cut,209830,"[Action, Adventure, Indie, RPG, Simulation] Horror, Indie, Survival Horror, Adventure, Pixel Graphics, Atmospheric, 2D, RPG, Action, Dark, Singleplayer, Zombies, Great Soundtrack, Retro, Psychological Horror, Simulation, Survival, Side Scroller, Exploration, Difficult Lone Survivor: The Director's Cut"
"[Action, Free to Play]","Action, Free to Play",Bloodline Champions - Warrior Pack,338201,"[Action, Free to Play] Action, Free to Play Bloodline Champions - Warrior Pack"
"[Action, Adventure, Free to Play, Massively Multiplayer, RPG]","Free to Play, RPG, Action, Massively Multiplayer, Adventure",Global Adventures,565020,"[Action, Adventure, Free to Play, Massively Multiplayer, RPG] Free to Play, RPG, Action, Massively Multiplayer, Adventure Global Adventures"
"[Adventure, Casual, Indie]","Adventure, Indie, Casual",Save the Halloween,741100,"[Adventure, Casual, Indie] Adventure, Indie, Casual Save the Halloween"
"[Simulation, Strategy]","Strategy, Simulation","Cities: Skylines - Carols, Candles and Candy",715192,"[Simulation, Strategy] Strategy, Simulation Cities: Skylines - Carols, Candles and Candy"
"[Indie, Casual, Simulation, Adventure, Strategy, VR]","Indie, Casual, Simulation, Adventure, Strategy, VR",The Enlightened League of Bone Builders and the Osseous Enigma,517550,"[Indie, Casual, Simulation, Adventure, Strategy, VR] Indie, Casual, Simulation, Adventure, Strategy, VR The Enlightened League of Bone Builders and the Osseous Enigma"
[Simulation],"Memes, Simulation, Nudity, Stealth, Singleplayer, Indie, Comedy, 2D, Funny, Action, Clicker, Sexual Content, Post-apocalyptic, Survival Horror, Atmospheric, Mature, Anime, Great Soundtrack",What's under your blanket !?,432020,"[Simulation] Memes, Simulation, Nudity, Stealth, Singleplayer, Indie, Comedy, 2D, Funny, Action, Clicker, Sexual Content, Post-apocalyptic, Survival Horror, Atmospheric, Mature, Anime, Great Soundtrack What's under your blanket !?"
"[Adventure, Free to Play, Indie]","Free to Play, Indie, Adventure, Funny, Singleplayer, Casual, Short, Memes, Comedy, Open World",Dev Guy,351800,"[Adventure, Free to Play, Indie] Free to Play, Indie, Adventure, Funny, Singleplayer, Casual, Short, Memes, Comedy, Open World Dev Guy"
"[Animation &amp; Modeling, Design &amp; Illustration, Education, Software Training, Utilities, Web Publishing]","Software Training, Design & Illustration, Web Publishing, Utilities, Game Development, Animation & Modeling, Education, Software, Indie, GameMaker",AppGameKit - Games Pack 1,468510,"[Animation &amp; Modeling, Design &amp; Illustration, Education, Software Training, Utilities, Web Publishing] Software Training, Design & Illustration, Web Publishing, Utilities, Game Development, Animation & Modeling, Education, Software, Indie, GameMaker AppGameKit - Games Pack 1"
"[Massively Multiplayer, RPG]","RPG, Massively Multiplayer, MMORPG, PvP",Guild Wars Trilogy,29570,"[Massively Multiplayer, RPG] RPG, Massively Multiplayer, MMORPG, PvP Guild Wars Trilogy"
"[Action, Indie, Strategy]","Action, Indie, Strategy",Mikolev's Spectre - Awesomenauts Droppod,605961,"[Action, Indie, Strategy] Action, Indie, Strategy Mikolev's Spectre - Awesomenauts Droppod"
"[Action, Indie]","Indie, Action",Alpha Version.0 Demo,359980,"[Action, Indie] Indie, Action Alpha Version.0 Demo"
"[Action, Indie]","Action, Indie, Platformer, Comedy, Shooter, 2D, Local Co-Op, Gore",Serious Sam Double D XXL,111600,"[Action, Indie] Action, Indie, Platformer, Comedy, Shooter, 2D, Local Co-Op, Gore Serious Sam Double D XXL"
"[Action, Indie, Massively Multiplayer]","Action, Indie, Massively Multiplayer",Ace of Spades: Battle Builder - Hurt + Heal Pack,420650,"[Action, Indie, Massively Multiplayer] Action, Indie, Massively Multiplayer Ace of Spades: Battle Builder - Hurt + Heal Pack"
"[Action, Indie, Strategy]","Strategy, Action, Indie",Clunk - Awesomenauts Character,561535,"[Action, Indie, Strategy] Strategy, Action, Indie Clunk - Awesomenauts Character"
"[Adventure, Indie]","Adventure, Indie",The Lion's Song: Episode 2 - Anthology,459140,"[Adventure, Indie] Adventure, Indie The Lion's Song: Episode 2 - Anthology"
"[Action, Adventure, Casual, Indie]","Action, Adventure, Indie, Casual",Land it Rocket,449160,"[Action, Adventure, Casual, Indie] Action, Adventure, Indie, Casual Land it Rocket"
"[Indie, RPG]","Indie, RPG, Text-Based, Choose Your Own Adventure",MetaHuman Inc.,426330,"[Indie, RPG] Indie, RPG, Text-Based, Choose Your Own Adventure MetaHuman Inc."
"[Action, Free to Play, Indie]","Free to Play, Indie, Action, Retro, 2D, Shooter, Difficult",Golden Hornet,739260,"[Action, Free to Play, Indie] Free to Play, Indie, Action, Retro, 2D, Shooter, Difficult Golden Hornet"
"[Adventure, Indie, RPG, Strategy]","RPG, Post-apocalyptic, Classic, Turn-Based, Adventure, Strategy, Retro, Sci-fi, Indie, 2D, CRPG, Singleplayer, Action, Pixel Graphics, Great Soundtrack",Wasteland 1 - The Original Classic,259130,"[Adventure, Indie, RPG, Strategy] RPG, Post-apocalyptic, Classic, Turn-Based, Adventure, Strategy, Retro, Sci-fi, Indie, 2D, CRPG, Singleplayer, Action, Pixel Graphics, Great Soundtrack Wasteland 1 - The Original Classic"
"[Action, Adventure, Indie]","Action, Adventure, Indie",Juno's Darkest Hour - Soundtrack,570450,"[Action, Adventure, Indie] Action, Adventure, Indie Juno's Darkest Hour - Soundtrack"
"[Action, Indie, Strategy]","Strategy, Action, Indie",Awesomenauts - Rockstar Announcer,399834,"[Action, Indie, Strategy] Strategy, Action, Indie Awesomenauts - Rockstar Announcer"
"[Action, Adventure, Indie]","Adventure, Indie, Action, Puzzle",The Body Changer,324390,"[Action, Adventure, Indie] Adventure, Indie, Action, Puzzle The Body Changer"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Halestorm - “Love Bites (So Do I)”,271456,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Halestorm - “Love Bites (So Do I)”"
"[Action, Adventure, Indie]","Action, Adventure, Indie",KEEPER-the hunter of insect,717200,"[Action, Adventure, Indie] Action, Adventure, Indie KEEPER-the hunter of insect"
"[Action, Adventure, Indie, RPG]","Action, ""Beat em up"", Co-op, Rogue-like, Indie, Adventure, RPG, Multiplayer, Local Co-Op, Rogue-lite, Online Co-Op, Dungeon Crawler, Funny, 2D, Difficult",Rampage Knights,314410,"[Action, Adventure, Indie, RPG] Action, ""Beat em up"", Co-op, Rogue-like, Indie, Adventure, RPG, Multiplayer, Local Co-Op, Rogue-lite, Online Co-Op, Dungeon Crawler, Funny, 2D, Difficult Rampage Knights"
[Indie],"Indie, Visual Novel, Anime, Singleplayer, Fantasy",Millia -The ending-,428060,"[Indie] Indie, Visual Novel, Anime, Singleplayer, Fantasy Millia -The ending-"
"[Violent, Movie, Nudity, Sexual Content]","Violent, Movie, Nudity, Sexual Content",Skeleton Key 3 Part 2,634320,"[Violent, Movie, Nudity, Sexual Content] Violent, Movie, Nudity, Sexual Content Skeleton Key 3 Part 2"
"[Adventure, Casual]","Adventure, Casual, Hidden Object",Christmas Stories: Nutcracker Collector's Edition,565600,"[Adventure, Casual] Adventure, Casual, Hidden Object Christmas Stories: Nutcracker Collector's Edition"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG),575250,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG)"
"[Action, Adventure]","Action, Adventure",LEGO Batman 3: Beyond Gotham DLC: Arrow,327175,"[Action, Adventure] Action, Adventure LEGO Batman 3: Beyond Gotham DLC: Arrow"
[Adventure],Adventure,Akuya,545490,[Adventure] Adventure Akuya
"[Action, Adventure]","Action, Adventure",Virality,740060,"[Action, Adventure] Action, Adventure Virality"
"[Action, Casual, Indie]","Casual, Action, Indie",Vostok Inc.,656460,"[Action, Casual, Indie] Casual, Action, Indie Vostok Inc."
"[Indie, Simulation, Strategy, Early Access]","Early Access, Strategy, Simulation, Indie",The Power Factory,707860,"[Indie, Simulation, Strategy, Early Access] Early Access, Strategy, Simulation, Indie The Power Factory"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – The Lively Ones - “Surf Rider”,590230,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – The Lively Ones - “Surf Rider”"
"[Action, RPG]","Action, RPG, FPS, Co-op, Free to Play, Multiplayer, Online Co-Op, Stealth",PAYDAY 2: The Election Day Heist,288900,"[Action, RPG] Action, RPG, FPS, Co-op, Free to Play, Multiplayer, Online Co-Op, Stealth PAYDAY 2: The Election Day Heist"
"[Action, Casual, Indie]","Action, Indie, Casual, ""Shoot Em Up""",HellAngel,524340,"[Action, Casual, Indie] Action, Indie, Casual, ""Shoot Em Up"" HellAngel"
"[Action, Adventure, Indie, RPG]","Action, Adventure, RPG, Indie",Cross of the Dutchman - Artbook,401390,"[Action, Adventure, Indie, RPG] Action, Adventure, RPG, Indie Cross of the Dutchman - Artbook"
"[Adventure, Indie]","Adventure, Indie",The Inner World Soundtrack,284040,"[Adventure, Indie] Adventure, Indie The Inner World Soundtrack"
[Movie],Movie,Tommy Davidson: Takin' It To D.C.,595220,[Movie] Movie Tommy Davidson: Takin' It To D.C.
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Hoobastank - “The Reason”,436589,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Hoobastank - “The Reason”"
"[Action, Adventure]","Action, Adventure",Saints Row IV - How the Saints Save Christmas,247303,"[Action, Adventure] Action, Adventure Saints Row IV - How the Saints Save Christmas"
[Action],Action,Marvel vs. Capcom: Infinite - Dante Nephilim Costume,721132,[Action] Action Marvel vs. Capcom: Infinite - Dante Nephilim Costume
"[Adventure, Casual, Indie, RPG]","Adventure, RPG, Indie, Casual",Army of Tentacles: CHARITY DLC FOR DISASTER RELIEF PLACES,710730,"[Adventure, Casual, Indie, RPG] Adventure, RPG, Indie, Casual Army of Tentacles: CHARITY DLC FOR DISASTER RELIEF PLACES"
"[Action, Adventure, Massively Multiplayer, RPG]","RPG, Action, Adventure, First-Person, Massively Multiplayer, FPS, Fantasy, Dungeon Crawler, Rogue-like, Indie, MMORPG, Co-op",Kings and Heroes,436560,"[Action, Adventure, Massively Multiplayer, RPG] RPG, Action, Adventure, First-Person, Massively Multiplayer, FPS, Fantasy, Dungeon Crawler, Rogue-like, Indie, MMORPG, Co-op Kings and Heroes"
[Indie],Indie,Dogcoin,697260,[Indie] Indie Dogcoin
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – The Cranberries - “Zombie”,342790,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – The Cranberries - “Zombie”"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – The Monkees - “Valleri”,637710,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – The Monkees - “Valleri”"
"[Animation &amp; Modeling, Design &amp; Illustration]","Design & Illustration, Animation & Modeling",Fighter Creator,665680,"[Animation &amp; Modeling, Design &amp; Illustration] Design & Illustration, Animation & Modeling Fighter Creator"
"[Casual, Free to Play, Indie]","Indie, Casual, Free to Play",Crusaders of the Lost Idols - Elite Starter Pack,492891,"[Casual, Free to Play, Indie] Indie, Casual, Free to Play Crusaders of the Lost Idols - Elite Starter Pack"
"[Action, Free to Play, Strategy]","Free to Play, Strategy, Action, Mod, World War II, War, Multiplayer",Europe at War,342370,"[Action, Free to Play, Strategy] Free to Play, Strategy, Action, Mod, World War II, War, Multiplayer Europe at War"
[Action],"Western, FPS, Action, Story Rich, Bullet Time, Comedy, Singleplayer, Shooter, Narration, First-Person, Adventure, Great Soundtrack, Dynamic Narration, Atmospheric, Arcade, Funny, Historical, Alternate History, Gore, Linear",Call of Juarez® Gunslinger,204450,"[Action] Western, FPS, Action, Story Rich, Bullet Time, Comedy, Singleplayer, Shooter, Narration, First-Person, Adventure, Great Soundtrack, Dynamic Narration, Atmospheric, Arcade, Funny, Historical, Alternate History, Gore, Linear Call of Juarez® Gunslinger"
"[Casual, Strategy]","Strategy, Casual",Crazy Machines 2 - Jewel Digger DLC,312090,"[Casual, Strategy] Strategy, Casual Crazy Machines 2 - Jewel Digger DLC"
"[Free to Play, Massively Multiplayer, RPG]","Free to Play, Massively Multiplayer, RPG",Dark Eden Origin,658510,"[Free to Play, Massively Multiplayer, RPG] Free to Play, Massively Multiplayer, RPG Dark Eden Origin"
"[Indie, Strategy]","Strategy, Indie, World War II, Tanks, Turn-Based Strategy",Tank Operations: European Campaign,258240,"[Indie, Strategy] Strategy, Indie, World War II, Tanks, Turn-Based Strategy Tank Operations: European Campaign"
"[Action, Adventure, Indie, RPG]","Indie, Action, Adventure, RPG, Game Development, Animation & Modeling, Software, Multiplayer, Education, Design & Illustration, Software Training, GameMaker",MyWorld - Frozen Kingdom,754590,"[Action, Adventure, Indie, RPG] Indie, Action, Adventure, RPG, Game Development, Animation & Modeling, Software, Multiplayer, Education, Design & Illustration, Software Training, GameMaker MyWorld - Frozen Kingdom"
"[Casual, Indie]","Indie, Casual",Radial Impact,387890,"[Casual, Indie] Indie, Casual Radial Impact"
[Simulation],"Simulation, Retro",Falcon,374080,"[Simulation] Simulation, Retro Falcon"
"[Action, Adventure, Indie, RPG]","Action, Adventure, RPG, Indie",In Exilium - OST,369350,"[Action, Adventure, Indie, RPG] Action, Adventure, RPG, Indie In Exilium - OST"
"[Simulation, Sports]","Simulation, Sports",Football Manager Touch 2017 - National Management,489846,"[Simulation, Sports] Simulation, Sports Football Manager Touch 2017 - National Management"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Big Journey to Home Demo,390640,"[Indie, RPG, Strategy] Strategy, RPG, Indie Big Journey to Home Demo"
"[Action, Adventure]","Action, Adventure",Watch_Dogs® 2 - Home Town Pack,525036,"[Action, Adventure] Action, Adventure Watch_Dogs® 2 - Home Town Pack"
"[Action, Adventure, Indie]","Indie, Platformer, Difficult, Adventure, Great Soundtrack, Action, Singleplayer, 2D, Pixel Graphics, Funny, Memes",The End Is Nigh,583470,"[Action, Adventure, Indie] Indie, Platformer, Difficult, Adventure, Great Soundtrack, Action, Singleplayer, 2D, Pixel Graphics, Funny, Memes The End Is Nigh"
[Action],Action,USFIV: Brawler Horror Pack,344171,[Action] Action USFIV: Brawler Horror Pack
"[Action, Indie, VR]","Action, Indie, VR",Pixel bomb! bomb!!,566810,"[Action, Indie, VR] Action, Indie, VR Pixel bomb! bomb!!"
"[Adventure, Free to Play, Massively Multiplayer, RPG]","Free to Play, Massively Multiplayer, Anime, RPG, Adventure, MMORPG, Multiplayer, PvP",Dream Of Mirror Online,335820,"[Adventure, Free to Play, Massively Multiplayer, RPG] Free to Play, Massively Multiplayer, Anime, RPG, Adventure, MMORPG, Multiplayer, PvP Dream Of Mirror Online"
"[Action, Adventure]","Action, Adventure, Sexual Content, Gore, Violent, Nudity",Mafia III: Season Pass,511891,"[Action, Adventure] Action, Adventure, Sexual Content, Gore, Violent, Nudity Mafia III: Season Pass"
"[Action, Adventure, Indie, RPG, Simulation]","Adventure, Action, RPG, Indie, Simulation, Space",Flatspace IIk,585430,"[Action, Adventure, Indie, RPG, Simulation] Adventure, Action, RPG, Indie, Simulation, Space Flatspace IIk"
"[Adventure, Casual]","Adventure, Casual, Match 3",Bestseller: Curse of the Golden Owl,591090,"[Adventure, Casual] Adventure, Casual, Match 3 Bestseller: Curse of the Golden Owl"
"[Casual, Indie]","Indie, Casual",Episode 13 - The Golden Goose,261402,"[Casual, Indie] Indie, Casual Episode 13 - The Golden Goose"
"[Casual, Indie, Strategy]","Casual, Strategy, Indie",Make Border Great Again!,731870,"[Casual, Indie, Strategy] Casual, Strategy, Indie Make Border Great Again!"
[Simulation],Simulation,Train Simulator: DB ICE 3 EMU Add-On,208283,[Simulation] Simulation Train Simulator: DB ICE 3 EMU Add-On
"[Action, Adventure, Indie]","Action, Adventure, Indie",Luckslinger Soundtrack,386500,"[Action, Adventure, Indie] Action, Adventure, Indie Luckslinger Soundtrack"
"[Casual, Adventure, VR]","Casual, Adventure, VR",The Arena of Gladiators,716430,"[Casual, Adventure, VR] Casual, Adventure, VR The Arena of Gladiators"
[Simulation],"Simulation, Driving",18 Wheels of Steel: Extreme Trucker 2,362780,"[Simulation] Simulation, Driving 18 Wheels of Steel: Extreme Trucker 2"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - 1 on 1 Adventures #10: Vengeance of Olindor (3.5E),554480,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - 1 on 1 Adventures #10: Vengeance of Olindor (3.5E)"
"[Casual, Indie, Racing]","Indie, Casual, Racing",Rotatorix,716130,"[Casual, Indie, Racing] Indie, Casual, Racing Rotatorix"
[Indie],"Indie, Puzzle, Singleplayer, Board Game, Relaxing, Mouse only, Minimalist, Family Friendly, Casual, Chess, Difficult",Mind Games,448560,"[Indie] Indie, Puzzle, Singleplayer, Board Game, Relaxing, Mouse only, Minimalist, Family Friendly, Casual, Chess, Difficult Mind Games"
"[Indie, RPG, Strategy, Early Access]","Early Access, Strategy, Indie, RPG",Heresy,416160,"[Indie, RPG, Strategy, Early Access] Early Access, Strategy, Indie, RPG Heresy"
[Simulation],Simulation,FSX Steam Edition: Moving Map Add-On,643681,[Simulation] Simulation FSX Steam Edition: Moving Map Add-On
"[Racing, Simulation, Sports]","Simulation, Racing, Sports",Real Events: 2015 MotoGP™ Season,464270,"[Racing, Simulation, Sports] Simulation, Racing, Sports Real Events: 2015 MotoGP™ Season"
"[Design &amp; Illustration, Web Publishing]","Design & Illustration, Web Publishing",RPG Maker VX Ace - Aztec Character Pack,618770,"[Design &amp; Illustration, Web Publishing] Design & Illustration, Web Publishing RPG Maker VX Ace - Aztec Character Pack"
[Simulation],Simulation,FSX Steam Edition: Beechcraft ®T-34B Mentor ® Add-On,500238,[Simulation] Simulation FSX Steam Edition: Beechcraft ®T-34B Mentor ® Add-On
[Action],"Classic, FPS, Action, Arena Shooter, Fast-Paced, Multiplayer, Great Soundtrack, Shooter, Competitive, Sci-fi, First-Person, Moddable, Singleplayer, Gore, Co-op, ""1990s"", Cyberpunk, Atmospheric",Unreal Tournament: Game of the Year Edition,13240,"[Action] Classic, FPS, Action, Arena Shooter, Fast-Paced, Multiplayer, Great Soundtrack, Shooter, Competitive, Sci-fi, First-Person, Moddable, Singleplayer, Gore, Co-op, ""1990s"", Cyberpunk, Atmospheric Unreal Tournament: Game of the Year Edition"
"[Early Access, Sports, Action, VR]","Early Access, Sports, Action, VR",The Thrill of the Fight - VR Boxing,494150,"[Early Access, Sports, Action, VR] Early Access, Sports, Action, VR The Thrill of the Fight - VR Boxing"
[Simulation],Simulation,FSX: Steam Edition - Palo Alto Airport Add-On,379585,[Simulation] Simulation FSX: Steam Edition - Palo Alto Airport Add-On
[Indie],"Movie, Documentary, Indie, Great Soundtrack, Linear, Story Rich, Singleplayer",Indie Game: The Movie,207080,"[Indie] Movie, Documentary, Indie, Great Soundtrack, Linear, Story Rich, Singleplayer Indie Game: The Movie"
"[Movie, Action, War, World War II]","Movie, Action, War, World War II",USS Indianapolis: Men of Courage,531550,"[Movie, Action, War, World War II] Movie, Action, War, World War II USS Indianapolis: Men of Courage"
"[Adventure, Indie]","Adventure, Indie, Horror, Puzzle",Fireflies,396530,"[Adventure, Indie] Adventure, Indie, Horror, Puzzle Fireflies"
"[Action, Adventure, Indie, Strategy, Early Access]","Early Access, Indie, Action, Strategy, Adventure, Zombies, FPS, Co-op, Online Co-Op, Multiplayer, Difficult",Operation Red Dragon,747730,"[Action, Adventure, Indie, Strategy, Early Access] Early Access, Indie, Action, Strategy, Adventure, Zombies, FPS, Co-op, Online Co-Op, Multiplayer, Difficult Operation Red Dragon"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - Monster & Treasure of Airhde (Castles & Crusades),595700,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - Monster & Treasure of Airhde (Castles & Crusades)"
"[Action, Adventure, Indie]","Adventure, Action, Indie, Point & Click, Funny, Singleplayer, Fantasy, 2D, Family Friendly, Dark Humor, Comedy, Nonlinear",Die With Glory,551050,"[Action, Adventure, Indie] Adventure, Action, Indie, Point & Click, Funny, Singleplayer, Fantasy, 2D, Family Friendly, Dark Humor, Comedy, Nonlinear Die With Glory"
"[Action, Indie, VR]","Action, Indie, VR",Deep End,591610,"[Action, Indie, VR] Action, Indie, VR Deep End"
[Simulation],Simulation,TS Marketplace: Thompson Corridor Coaches Pack 02,326042,[Simulation] Simulation TS Marketplace: Thompson Corridor Coaches Pack 02
"[Action, Adventure, Indie, Strategy]","Action, Indie, Strategy, Adventure, Platformer",Where's My Helmet?,470450,"[Action, Adventure, Indie, Strategy] Action, Indie, Strategy, Adventure, Platformer Where's My Helmet?"
"[Casual, Indie, Strategy]","Indie, Strategy, Casual, Puzzle, Turn-Based, Turn-Based Tactics",Monstro: Battle Tactics,369310,"[Casual, Indie, Strategy] Indie, Strategy, Casual, Puzzle, Turn-Based, Turn-Based Tactics Monstro: Battle Tactics"
"[Movie, Satire, Horror, Comedy]","Movie, Satire, Horror, Comedy",Scary Movie 3,421510,"[Movie, Satire, Horror, Comedy] Movie, Satire, Horror, Comedy Scary Movie 3"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Bachsmith,294990,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Bachsmith"
"[Action, Adventure, Indie]","Indie, Action, Adventure",La-Mulana Original Sound Track,396690,"[Action, Adventure, Indie] Indie, Action, Adventure La-Mulana Original Sound Track"
"[Casual, Indie]","Indie, Casual",Gems,732680,"[Casual, Indie] Indie, Casual Gems"
"[Simulation, Strategy]","Simulation, Strategy, City Builder, Management, Politics, Sandbox, Singleplayer, Comedy, Funny, Satire, Economy, Great Soundtrack, Cold War, Atmospheric",Tropico 3,23490,"[Simulation, Strategy] Simulation, Strategy, City Builder, Management, Politics, Sandbox, Singleplayer, Comedy, Funny, Satire, Economy, Great Soundtrack, Cold War, Atmospheric Tropico 3"
[Action],Action,Injustice™ 2 - The Atom,759580,[Action] Action Injustice™ 2 - The Atom
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,294911,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”"
"[Animation &amp; Modeling, Video Production]","Animation & Modeling, Video Production",FaceRig support for Intel® RealSense™,420824,"[Animation &amp; Modeling, Video Production] Animation & Modeling, Video Production FaceRig support for Intel® RealSense™"
"[Action, Indie, Racing]","Racing, Indie, Action",Cyberline Racing,514460,"[Action, Indie, Racing] Racing, Indie, Action Cyberline Racing"
